class_,condition,rep,lib,barcode,batch,nCounts,mito_pct, Immgen_type,sub_type,x,y,cell_id
Neutrophils,healthy,Healthy 1,h_1_1,bc0463,round1_20151128,3494,0.487,GN_Bl,N1,-89.5655607792,-784.070372385,h_1_1:bc0463
Neutrophils,healthy,Healthy 2,h_2_3,bc1242,round3_20160313,1309,0.229,GN_Bl,N1,279.394057643,-679.880569466,h_2_3:bc1242
Neutrophils,healthy,Healthy 1,h_1_1,bc1323,round1_20151128,3041,0.493,GN_Arth_SynF,N1,424.171664999,-680.731990176,h_1_1:bc1323
Neutrophils,healthy,Healthy 1,h_1_2,bc0826,round3_20160313,1696,0.059,GN_Bl,N1,-15.1155254568,-737.056355619,h_1_2:bc0826
Neutrophils,healthy,Healthy 1,h_1_1,bc1165,round1_20151128,2688,0.112,GN_Bl,N1,91.3710781706,-803.968650946,h_1_1:bc1165
Neutrophils,healthy,Healthy 1,h_1_2,bc0765,round3_20160313,1349,1.186,GN_Bl,N1,192.079600709,-682.239409886,h_1_2:bc0765
Neutrophils,healthy,Healthy 2,h_2_3,bc0606,round3_20160313,2273,0,GN_Bl,N1,96.8111808196,-677.42012654,h_2_3:bc0606
Neutrophils,healthy,Healthy 2,h_2_2,bc192,round3_20160313,2106,0.285,GN_Bl,N1,94.651001857,-701.51271161,h_2_2:bc192
Neutrophils,healthy,Healthy 2,h_2_3,bc0771,round3_20160313,1835,0.218,GN_Arth_SynF,N1,163.415424092,-669.021477943,h_2_3:bc0771
Neutrophils,healthy,Healthy 1,h_1_2,bc0608,round3_20160313,1400,0.214,GN_Arth_SynF,N1,324.467259319,-644.498786044,h_1_2:bc0608
Neutrophils,healthy,Healthy 2,h_2_2,bc509,round3_20160313,1603,0.686,GN_Bl,N1,172.694072455,-770.150640054,h_2_2:bc509
Neutrophils,healthy,Healthy 1,h_1_2,bc1173,round3_20160313,1285,0,GN_Arth_SynF,N1,160.336651374,-623.527307637,h_1_2:bc1173
Neutrophils,healthy,Healthy 1,h_1_1,bc1216,round1_20151128,2434,0.452,GN_Arth_SynF,N1,281.476077648,-770.033389145,h_1_1:bc1216
Neutrophils,healthy,Healthy 2,h_2_3,bc1016,round3_20160313,1667,0.12,GN_Arth_SynF,N1,273.895729948,-706.516478007,h_2_3:bc1016
Neutrophils,healthy,Healthy 1,h_1_1,bc1156,round1_20151128,2607,0,GN_Arth_SynF,N1,383.590618311,-765.652525516,h_1_1:bc1156
Neutrophils,healthy,Healthy 1,h_1_2,bc0812,round3_20160313,1570,0.127,GN_Bl,N1,41.1953138632,-664.069484868,h_1_2:bc0812
Neutrophils,healthy,Healthy 2,h_2_1,bc0269,round2_20151217,2616,0,GN_Bl,N1,109.893451546,-835.79103213,h_2_1:bc0269
Neutrophils,healthy,Healthy 1,h_1_1,bc0002,round1_20151128,11675,0.24,GN_Arth_SynF,N1,141.317902324,-766.314485969,h_1_1:bc0002
Neutrophils,healthy,Healthy 1,h_1_1,bc0927,round1_20151128,3080,0.682,GN_Arth_SynF,N1,115.549966742,-791.594420288,h_1_1:bc0927
Neutrophils,healthy,Healthy 1,h_1_1,bc1112,round1_20151128,2545,0.039,GN_Arth_SynF,N1,322.995410872,-699.895974489,h_1_1:bc1112
Neutrophils,healthy,Healthy 2,h_2_2,bc082,round3_20160313,3365,0.089,GN_Bl,N1,21.3495297786,-726.01624378,h_2_2:bc082
Neutrophils,healthy,Healthy 1,h_1_2,bc0877,round3_20160313,1495,0.134,GN_Arth_SynF,N1,251.016933675,-653.103652684,h_1_2:bc0877
Neutrophils,healthy,Healthy 2,h_2_1,bc0845,round2_20151217,2273,0.044,GN_Arth_SynF,N1,279.211355422,-789.08052653,h_2_1:bc0845
Neutrophils,healthy,Healthy 1,h_1_2,bc0879,round3_20160313,1321,0.076,GN_Bl,N1,-13.6541745404,-664.019615224,h_1_2:bc0879
Neutrophils,healthy,Healthy 1,h_1_1,bc0737,round1_20151128,3210,0.28,GN_Arth_SynF,N1,243.515963529,-775.863602891,h_1_1:bc0737
Neutrophils,healthy,Healthy 1,h_1_1,bc1472,round1_20151128,2444,0.164,GN_Arth_SynF,N1,370.994061282,-646.423549682,h_1_1:bc1472
Neutrophils,healthy,Healthy 2,h_2_1,bc0412,round2_20151217,2025,0,GN_Arth_SynF,N1,385.444990045,-746.068607841,h_2_1:bc0412
Neutrophils,healthy,Healthy 2,h_2_1,bc1371,round2_20151217,1179,0.085,GN_Arth_SynF,N1,99.6299145802,-810.791950891,h_2_1:bc1371
Neutrophils,healthy,Healthy 1,h_1_1,bc1673,round1_20151128,2002,0.05,GN_Arth_SynF,N1,536.73789105,-738.708674026,h_1_1:bc1673
Neutrophils,healthy,Healthy 2,h_2_1,bc1291,round2_20151217,1243,0.08,GN_Bl,N1,147.436867481,-824.973400749,h_2_1:bc1291
Neutrophils,healthy,Healthy 2,h_2_1,bc0346,round2_20151217,2682,0,GN_Arth_SynF,N1,354.958735541,-778.709272214,h_2_1:bc0346
Neutrophils,healthy,Healthy 2,h_2_1,bc1344,round2_20151217,1109,0,GN_Arth_SynF,N1,369.924208327,-804.296245917,h_2_1:bc1344
Neutrophils,healthy,Healthy 1,h_1_2,bc0161,round3_20160313,2663,0.376,GN_Arth_SynF,N1,242.134153065,-626.57658037,h_1_2:bc0161
Neutrophils,healthy,Healthy 2,h_2_3,bc0329,round3_20160313,2141,0.187,GN_Arth_SynF,N1,171.41991254,-691.880393464,h_2_3:bc0329
Neutrophils,healthy,Healthy 1,h_1_2,bc0348,round3_20160313,2424,0.454,GN_Bl,N1,-52.2198105834,-728.048446123,h_1_2:bc0348
Neutrophils,healthy,Healthy 1,h_1_1,bc0833,round1_20151128,3067,0.359,GN_Arth_SynF,N1,401.357090868,-727.546961538,h_1_1:bc0833
Neutrophils,healthy,Healthy 2,h_2_1,bc1409,round2_20151217,1033,0,GN_Arth_SynF,N1,308.969970012,-785.420112373,h_2_1:bc1409
Neutrophils,healthy,Healthy 2,h_2_2,bc672,round3_20160313,1244,0.322,GN_Arth_SynF,N1,432.527825747,-720.212986622,h_2_2:bc672
Neutrophils,healthy,Healthy 2,h_2_2,bc551,round3_20160313,2416,0,GN_Arth_SynF,N1,13.3572506297,-690.527797444,h_2_2:bc551
Neutrophils,healthy,Healthy 2,h_2_1,bc0476,round2_20151217,2260,0,GN_Arth_SynF,N1,178.41000658,-837.230274094,h_2_1:bc0476
Neutrophils,healthy,Healthy 1,h_1_1,bc1217,round1_20151128,3042,0.197,GN_Arth_SynF,N1,124.526927787,-787.117485849,h_1_1:bc1217
Neutrophils,healthy,Healthy 2,h_2_2,bc124,round3_20160313,3053,0.229,GN_Arth_SynF,N1,332.227102116,-693.476325067,h_2_2:bc124
Neutrophils,healthy,Healthy 2,h_2_1,bc0698,round2_20151217,2394,0.084,GN_Arth_SynF,N2,472.617954795,-923.862673954,h_2_1:bc0698
Neutrophils,healthy,Healthy 1,h_1_1,bc0178,round1_20151128,5296,0.019,GN_Arth_SynF,N1,173.815789045,-791.970588954,h_1_1:bc0178
Neutrophils,healthy,Healthy 2,h_2_3,bc0497,round3_20160313,1691,0,GN_Arth_SynF,N1,247.611241896,-630.839540276,h_2_3:bc0497
Neutrophils,healthy,Healthy 1,h_1_2,bc0762,round3_20160313,1307,0.153,GN_Bl,N1,27.09106655,-678.304657802,h_1_2:bc0762
Neutrophils,healthy,Healthy 1,h_1_2,bc0819,round3_20160313,2179,0.229,GN_Arth_SynF,N1,-20.4697762869,-656.278585076,h_1_2:bc0819
Neutrophils,healthy,Healthy 2,h_2_3,bc0999,round3_20160313,1529,0.523,GN_Arth_SynF,N1,383.703829614,-614.341907168,h_2_3:bc0999
Neutrophils,healthy,Healthy 1,h_1_2,bc0669,round3_20160313,1616,0.124,GN_Bl,N1,-21.4698215455,-681.509438381,h_1_2:bc0669
Neutrophils,healthy,Healthy 1,h_1_2,bc0120,round3_20160313,2951,0.373,GN_Bl,N1,-62.1733980454,-703.285898255,h_1_2:bc0120
Neutrophils,healthy,Healthy 2,h_2_1,bc0564,round2_20151217,2607,1.343,GN_Arth_SynF,N1,260.708583199,-808.034142501,h_2_1:bc0564
Neutrophils,healthy,Healthy 1,h_1_1,bc1683,round1_20151128,1505,0.133,GN_Arth_SynF,N1,287.244021851,-774.379105687,h_1_1:bc1683
Neutrophils,healthy,Healthy 1,h_1_1,bc1246,round1_20151128,2566,0.156,GN_Bl,N1,95.8416294839,-710.437734885,h_1_1:bc1246
Neutrophils,healthy,Healthy 1,h_1_1,bc0915,round1_20151128,3040,0,GN_Bl,N1,71.8573542325,-758.067666649,h_1_1:bc0915
Neutrophils,healthy,Healthy 2,h_2_3,bc0800,round3_20160313,1921,0.625,GN_Arth_SynF,N1,404.312633086,-682.268590687,h_2_3:bc0800
Neutrophils,healthy,Healthy 1,h_1_2,bc0288,round3_20160313,1994,0.702,GN_Arth_SynF,N1,364.453114857,-619.728535313,h_1_2:bc0288
Neutrophils,healthy,Healthy 1,h_1_1,bc0712,round1_20151128,3383,0,GN_Bl,N1,63.1660337207,-791.325829486,h_1_1:bc0712
Neutrophils,healthy,Healthy 2,h_2_1,bc0176,round2_20151217,2464,0.162,GN_Arth_SynF,N1,194.736239054,-821.728285778,h_2_1:bc0176
Neutrophils,healthy,Healthy 2,h_2_3,bc0178,round3_20160313,2685,0.112,GN_Bl,N1,-96.6182613671,-701.512210691,h_2_3:bc0178
Neutrophils,healthy,Healthy 2,h_2_1,bc0457,round2_20151217,2634,0.076,GN_Arth_SynF,N1,378.808910448,-759.811501396,h_2_1:bc0457
Neutrophils,healthy,Healthy 1,h_1_1,bc0663,round1_20151128,3475,0,GN_Bl,N1,153.919111586,-785.792436597,h_1_1:bc0663
Neutrophils,healthy,Healthy 2,h_2_3,bc0177,round3_20160313,2672,0.037,GN_Arth_SynF,N1,186.944756342,-646.195801172,h_2_3:bc0177
Neutrophils,healthy,Healthy 2,h_2_3,bc1108,round3_20160313,1339,0.075,GN_Arth_SynF,N1,340.123822858,-620.824967998,h_2_3:bc1108
Neutrophils,healthy,Healthy 2,h_2_1,bc0486,round2_20151217,2913,0,GN_Bl,N1,276.775199297,-795.196606173,h_2_1:bc0486
Neutrophils,healthy,Healthy 1,h_1_1,bc0331,round1_20151128,5388,0.316,GN_Bl,N1,-59.6047812416,-772.049789934,h_1_1:bc0331
Neutrophils,healthy,Healthy 2,h_2_1,bc0035,round2_20151217,3170,0.032,GN_Arth_SynF,N1,410.164958273,-708.676892588,h_2_1:bc0035
Neutrophils,healthy,Healthy 2,h_2_3,bc1295,round3_20160313,1262,0.317,GN_Arth_SynF,N1,303.955681781,-715.250033799,h_2_3:bc1295
Neutrophils,healthy,Healthy 2,h_2_3,bc0235,round3_20160313,2516,0.159,GN_Bl,N1,38.9573479233,-713.190976868,h_2_3:bc0235
Neutrophils,healthy,Healthy 2,h_2_1,bc0127,round2_20151217,2774,0.397,GN_Bl,N1,21.1572895141,-814.61332313,h_2_1:bc0127
Neutrophils,healthy,Healthy 1,h_1_2,bc0412,round3_20160313,1745,0.287,GN_Bl,N1,-43.9043009205,-652.364406753,h_1_2:bc0412
Neutrophils,healthy,Healthy 2,h_2_3,bc0826,round3_20160313,2081,0.192,GN_Arth_SynF,N1,368.183672334,-664.887095787,h_2_3:bc0826
Neutrophils,healthy,Healthy 1,h_1_2,bc0113,round3_20160313,2887,0.208,GN_Arth_SynF,N1,73.2176521379,-688.717122459,h_1_2:bc0113
Neutrophils,healthy,Healthy 1,h_1_1,bc0591,round1_20151128,3413,0.146,GN_Arth_SynF,N1,-18.1777382873,-715.972647906,h_1_1:bc0591
Neutrophils,healthy,Healthy 2,h_2_2,bc117,round3_20160313,2952,0.237,GN_Bl,N1,14.3872780819,-707.190395819,h_2_2:bc117
Neutrophils,healthy,Healthy 2,h_2_3,bc0618,round3_20160313,1914,1.097,GN_Arth_SynF,N1,4.7673243087,-702.574960202,h_2_3:bc0618
Neutrophils,healthy,Healthy 1,h_1_1,bc0452,round1_20151128,4458,1.054,GN_Arth_SynF,N1,118.332943073,-736.333992524,h_1_1:bc0452
Neutrophils,healthy,Healthy 2,h_2_1,bc0468,round2_20151217,2465,0.041,GN_Arth_SynF,N1,203.484907966,-839.954647184,h_2_1:bc0468
Neutrophils,healthy,Healthy 2,h_2_1,bc0255,round2_20151217,2936,0,GN_Bl,N1,147.515154976,-767.330533729,h_2_1:bc0255
Neutrophils,healthy,Healthy 2,h_2_3,bc0206,round3_20160313,2389,0.084,GN_Bl,N1,-83.3566805911,-699.851017926,h_2_3:bc0206
Neutrophils,healthy,Healthy 1,h_1_1,bc1023,round1_20151128,2718,0.11,GN_Arth_SynF,N1,-13.4158101892,-741.070512377,h_1_1:bc1023
Neutrophils,healthy,Healthy 2,h_2_1,bc0581,round2_20151217,1693,0.118,GN_Bl_v2,N1,290.35636022,-827.72029684,h_2_1:bc0581
Neutrophils,healthy,Healthy 1,h_1_1,bc0975,round1_20151128,2901,0.483,GN_Arth_SynF,N1,319.071761895,-712.393595128,h_1_1:bc0975
Neutrophils,healthy,Healthy 1,h_1_1,bc0426,round1_20151128,2954,0.271,GN_Arth_SynF,N1,320.968880442,-764.517287813,h_1_1:bc0426
Neutrophils,healthy,Healthy 1,h_1_2,bc0817,round3_20160313,1276,0,GN_Arth_SynF,N1,345.98642554,-610.562541072,h_1_2:bc0817
Neutrophils,healthy,Healthy 2,h_2_1,bc1410,round2_20151217,1149,0,GN_Bl,N1,382.840286193,-744.518982731,h_2_1:bc1410
Neutrophils,healthy,Healthy 1,h_1_2,bc1187,round3_20160313,1002,1.297,GN_Arth_SynF,N1,349.631071685,-623.02728984,h_1_2:bc1187
Neutrophils,healthy,Healthy 2,h_2_1,bc0204,round2_20151217,3229,0,GN_Bl,N1,-69.1646377288,-805.604514497,h_2_1:bc0204
Neutrophils,healthy,Healthy 1,h_1_2,bc0989,round3_20160313,1189,0.841,GN_Arth_SynF,N2,383.684892389,-725.475500812,h_1_2:bc0989
Neutrophils,healthy,Healthy 1,h_1_2,bc1070,round3_20160313,1354,0.739,GN_Arth_SynF,N1,54.4423746226,-689.746478389,h_1_2:bc1070
Neutrophils,healthy,Healthy 1,h_1_1,bc0848,round1_20151128,3243,0.093,GN_Arth_SynF,N1,203.201870001,-787.732364042,h_1_1:bc0848
Neutrophils,healthy,Healthy 2,h_2_1,bc0130,round2_20151217,2943,0,GN_Bl,N1,-18.0958406608,-810.083107439,h_2_1:bc0130
Neutrophils,healthy,Healthy 1,h_1_2,bc1277,round3_20160313,1235,0.243,GN_Bl,N1,-20.2730576452,-658.344549473,h_1_2:bc1277
Neutrophils,healthy,Healthy 1,h_1_1,bc0640,round1_20151128,3587,0.139,GN_Arth_SynF,N1,127.75557845,-791.172990056,h_1_1:bc0640
Neutrophils,healthy,Healthy 2,h_2_3,bc0570,round3_20160313,1948,2.721,GN_Arth_SynF,N1,431.594128924,-710.527380777,h_2_3:bc0570
Neutrophils,healthy,Healthy 1,h_1_1,bc0112,round1_20151128,5474,0.183,GN_Arth_SynF,N1,358.258979059,-740.22297618,h_1_1:bc0112
Neutrophils,healthy,Healthy 2,h_2_3,bc0943,round3_20160313,1468,0.068,GN_Arth_SynF,N1,368.795377448,-727.91294677,h_2_3:bc0943
Neutrophils,healthy,Healthy 2,h_2_1,bc1294,round2_20151217,1725,0,GN_Bl,N1,212.829371661,-706.902863507,h_2_1:bc1294
Neutrophils,healthy,Healthy 2,h_2_1,bc1308,round2_20151217,1104,0,GN_Arth_SynF,N1,254.15338139,-769.088486057,h_2_1:bc1308
Neutrophils,healthy,Healthy 1,h_1_1,bc0442,round1_20151128,3717,0.242,GN_Arth_SynF,N1,342.647198874,-770.165785308,h_1_1:bc0442
Neutrophils,healthy,Healthy 1,h_1_1,bc0716,round1_20151128,3570,0.28,GN_Arth_SynF,N1,86.5356184374,-752.60139838,h_1_1:bc0716
Neutrophils,healthy,Healthy 2,h_2_1,bc0348,round2_20151217,2251,0.755,GN_Bl,N1,-122.704891233,-810.941349415,h_2_1:bc0348
Neutrophils,healthy,Healthy 1,h_1_1,bc0534,round1_20151128,4151,0,GN_Arth_SynF,N1,218.780984122,-669.192284506,h_1_1:bc0534
Neutrophils,healthy,Healthy 2,h_2_1,bc1025,round2_20151217,1996,0,GN_Bl,N1,222.418017276,-800.43284612,h_2_1:bc1025
Neutrophils,healthy,Healthy 1,h_1_1,bc0457,round1_20151128,4425,0.045,GN_Arth_SynF,N1,218.104586144,-758.165791213,h_1_1:bc0457
Neutrophils,healthy,Healthy 1,h_1_1,bc0131,round1_20151128,6705,0.06,GN_Arth_SynF,N1,299.80584267,-733.752095271,h_1_1:bc0131
Neutrophils,healthy,Healthy 1,h_1_2,bc0710,round3_20160313,1914,0.157,GN_Arth_SynF,N1,239.669005197,-634.84151792,h_1_2:bc0710
Neutrophils,healthy,Healthy 2,h_2_1,bc1168,round2_20151217,1242,0,GN_Arth_SynF,N1,186.532873809,-826.965523647,h_2_1:bc1168
Neutrophils,healthy,Healthy 1,h_1_1,bc0626,round1_20151128,4256,0,GN_Arth_SynF,N1,88.8071645269,-770.018243511,h_1_1:bc0626
Neutrophils,healthy,Healthy 1,h_1_1,bc1213,round1_20151128,2305,0.087,GN_Arth_SynF,N1,351.157452386,-743.383403574,h_1_1:bc1213
Neutrophils,healthy,Healthy 1,h_1_1,bc0238,round1_20151128,5636,0.018,GN_Bl,N1,-127.891356052,-747.125022315,h_1_1:bc0238
Neutrophils,healthy,Healthy 1,h_1_1,bc1024,round1_20151128,2580,0.504,GN_Arth_SynF,N1,373.506116757,-735.86938892,h_1_1:bc1024
Neutrophils,healthy,Healthy 2,h_2_1,bc0930,round2_20151217,1581,0.063,GN_Bl,N1,296.397576493,-814.417271757,h_2_1:bc0930
Neutrophils,healthy,Healthy 1,h_1_2,bc0791,round3_20160313,1668,1.199,GN_Bl,N1,-147.625668918,-721.144463207,h_1_2:bc0791
Neutrophils,healthy,Healthy 1,h_1_1,bc1235,round1_20151128,2381,0.126,GN_Arth_SynF,N1,364.640057763,-758.261044502,h_1_1:bc1235
Neutrophils,healthy,Healthy 1,h_1_1,bc0405,round1_20151128,3577,0.028,GN_Arth_SynF,N1,217.640670708,-751.828061203,h_1_1:bc0405
Neutrophils,healthy,Healthy 1,h_1_1,bc1352,round1_20151128,2029,0.197,GN_Bl,N1,335.880580718,-715.124314459,h_1_1:bc1352
Neutrophils,healthy,Healthy 2,h_2_3,bc1276,round3_20160313,1056,0.379,GN_Bl,N1,0.364373933266,-691.154916873,h_2_3:bc1276
Neutrophils,healthy,Healthy 1,h_1_2,bc0118,round3_20160313,2607,0.192,GN_Arth_SynF,N1,247.252315021,-639.188282109,h_1_2:bc0118
Neutrophils,healthy,Healthy 2,h_2_1,bc0925,round2_20151217,2014,0,GN_Bl,N1,213.741638103,-819.802068471,h_2_1:bc0925
Neutrophils,healthy,Healthy 2,h_2_2,bc164,round3_20160313,2656,0.188,GN_Bl,N1,261.154123922,-723.16384477,h_2_2:bc164
Neutrophils,healthy,Healthy 2,h_2_1,bc1132,round2_20151217,1702,0,GN_Arth_SynF,N1,333.012112328,-819.966866505,h_2_1:bc1132
Neutrophils,healthy,Healthy 2,h_2_2,bc752,round3_20160313,1117,0.179,GN_Bl,N1,124.888377605,-706.228575209,h_2_2:bc752
Neutrophils,healthy,Healthy 1,h_1_2,bc1305,round3_20160313,1418,1.693,GN_Arth_SynF,N1,462.567006913,-711.768107468,h_1_2:bc1305
Neutrophils,healthy,Healthy 2,h_2_1,bc0071,round2_20151217,4451,0.315,GN_Bl,N1,-119.403413541,-806.748176335,h_2_1:bc0071
Neutrophils,healthy,Healthy 2,h_2_1,bc0602,round2_20151217,2788,0,GN_Bl,N1,165.843929277,-774.453002615,h_2_1:bc0602
Neutrophils,healthy,Healthy 1,h_1_1,bc1523,round1_20151128,1653,0.242,GN_Bl,N1,117.708200195,-820.948890556,h_1_1:bc1523
Neutrophils,healthy,Healthy 1,h_1_1,bc0641,round1_20151128,3122,0.384,GN_Arth_SynF,N1,356.716384091,-725.860576379,h_1_1:bc0641
Neutrophils,healthy,Healthy 1,h_1_1,bc1499,round1_20151128,2034,0.147,GN_Bl,N1,397.35900475,-656.053976959,h_1_1:bc1499
Neutrophils,healthy,Healthy 2,h_2_3,bc0668,round3_20160313,2787,0.144,GN_Bl,N1,-101.497900755,-702.12438885,h_2_3:bc0668
Neutrophils,healthy,Healthy 1,h_1_2,bc0745,round3_20160313,1819,0.55,GN_Arth_SynF,N1,307.998526018,-612.045487899,h_1_2:bc0745
Neutrophils,healthy,Healthy 1,h_1_1,bc1531,round1_20151128,1558,0.128,GN_Arth_SynF,N1,12.4047301082,-736.741793585,h_1_1:bc1531
Neutrophils,healthy,Healthy 2,h_2_3,bc1301,round3_20160313,1416,0.777,GN_Bl,N1,-124.598048211,-707.148309272,h_2_3:bc1301
Neutrophils,healthy,Healthy 2,h_2_2,bc580,round3_20160313,1445,0,GN_Arth_SynF,N1,409.840738788,-660.080866827,h_2_2:bc580
Neutrophils,healthy,Healthy 1,h_1_1,bc1119,round1_20151128,2872,0.94,GN_Arth_SynF,N1,209.508548745,-789.870361487,h_1_1:bc1119
Neutrophils,healthy,Healthy 1,h_1_1,bc1482,round1_20151128,2248,0.133,GN_Arth_SynF,N1,349.125240734,-762.244698937,h_1_1:bc1482
Neutrophils,healthy,Healthy 2,h_2_1,bc0854,round2_20151217,2143,0.373,GN_Arth_SynF,N1,322.640213479,-727.839308984,h_2_1:bc0854
Neutrophils,healthy,Healthy 2,h_2_3,bc1030,round3_20160313,1567,0,GN_Arth_SynF,N1,428.451163269,-687.38781328,h_2_3:bc1030
Neutrophils,healthy,Healthy 1,h_1_1,bc0616,round1_20151128,3711,0.027,GN_Bl,N1,-115.01449601,-769.114731251,h_1_1:bc0616
Neutrophils,healthy,Healthy 2,h_2_3,bc0355,round3_20160313,3089,0.324,GN_Bl,N1,-5.15576967272,-707.691048119,h_2_3:bc0355
Neutrophils,healthy,Healthy 2,h_2_1,bc0615,round2_20151217,1960,0,GN_Bl,N1,2.35833864918,-802.295747249,h_2_1:bc0615
Neutrophils,healthy,Healthy 2,h_2_1,bc0666,round2_20151217,1784,0,GN_Bl,N1,4.62665339253,-814.187519294,h_2_1:bc0666
Neutrophils,healthy,Healthy 1,h_1_1,bc1062,round1_20151128,2877,0.382,GN_Arth_SynF,N1,364.544548,-652.676340109,h_1_1:bc1062
Neutrophils,healthy,Healthy 1,h_1_1,bc1079,round1_20151128,3365,0.149,GN_Bl,N1,-8.05311643481,-772.57140964,h_1_1:bc1079
Neutrophils,healthy,Healthy 1,h_1_1,bc1080,round1_20151128,2536,0,GN_Arth_SynF,N1,327.784921964,-715.540308214,h_1_1:bc1080
Neutrophils,healthy,Healthy 2,h_2_1,bc0672,round2_20151217,1617,0.062,GN_Bl,N1,308.567521168,-787.996993778,h_2_1:bc0672
Neutrophils,healthy,Healthy 2,h_2_2,bc080,round3_20160313,3832,0.209,GN_Arth_SynF,N1,429.167234023,-664.155514139,h_2_2:bc080
Neutrophils,healthy,Healthy 2,h_2_3,bc0382,round3_20160313,2132,0.797,GN_Bl,N1,-61.4827080941,-710.241878184,h_2_3:bc0382
Neutrophils,healthy,Healthy 2,h_2_2,bc419,round3_20160313,1586,0.063,GN_Arth_SynF,N1,351.63224175,-675.711150465,h_2_2:bc419
Neutrophils,healthy,Healthy 2,h_2_2,bc632,round3_20160313,1851,0.324,GN_Bl,N1,22.2845559744,-680.787253398,h_2_2:bc632
Neutrophils,healthy,Healthy 1,h_1_2,bc0963,round3_20160313,1531,0.261,GN_Bl,N1,-144.257340947,-700.260650504,h_1_2:bc0963
Neutrophils,healthy,Healthy 2,h_2_2,bc745,round3_20160313,1077,0.279,GN_Arth_SynF,N1,319.07146479,-707.483358055,h_2_2:bc745
Neutrophils,healthy,Healthy 1,h_1_2,bc0471,round3_20160313,1449,0.345,GN_Arth_SynF,N1,269.797738112,-661.426353844,h_1_2:bc0471
Neutrophils,healthy,Healthy 2,h_2_1,bc0923,round2_20151217,1733,0,GN_Arth_SynF,N1,294.102747124,-805.545905566,h_2_1:bc0923
Neutrophils,healthy,Healthy 1,h_1_2,bc0395,round3_20160313,1836,1.253,GN_Arth_SynF,N1,-46.7919298847,-702.499725048,h_1_2:bc0395
Neutrophils,healthy,Healthy 2,h_2_3,bc0709,round3_20160313,1612,0.186,GN_Bl,N1,122.62556498,-794.156035518,h_2_3:bc0709
Neutrophils,healthy,Healthy 2,h_2_3,bc1205,round3_20160313,1365,0.513,GN_Arth_SynF,N1,305.652743802,-710.497389723,h_2_3:bc1205
Neutrophils,healthy,Healthy 1,h_1_1,bc0830,round1_20151128,3715,0.35,GN_Bl,N1,186.11837832,-742.574870467,h_1_1:bc0830
Neutrophils,healthy,Healthy 2,h_2_3,bc0972,round3_20160313,1341,0.298,GN_Arth_SynF,N1,387.560104347,-761.292172608,h_2_3:bc0972
Neutrophils,healthy,Healthy 2,h_2_1,bc0439,round2_20151217,2232,0.045,GN_Arth_SynF,N1,372.625774228,-699.055679586,h_2_1:bc0439
Neutrophils,healthy,Healthy 2,h_2_3,bc1394,round3_20160313,1082,0.277,GN_Bl,N1,191.382738463,-705.930686543,h_2_3:bc1394
Neutrophils,healthy,Healthy 1,h_1_2,bc0993,round3_20160313,1355,0.221,GN_Arth_SynF,N1,296.020190509,-646.782175588,h_1_2:bc0993
Neutrophils,healthy,Healthy 1,h_1_2,bc0894,round3_20160313,1275,1.255,GN_Arth_SynF,N1,371.317011094,-623.763526178,h_1_2:bc0894
Neutrophils,healthy,Healthy 2,h_2_1,bc0803,round2_20151217,1715,0,GN_Bl,N1,221.440547377,-838.009084995,h_2_1:bc0803
Neutrophils,healthy,Healthy 1,h_1_1,bc0961,round1_20151128,3095,0.808,GN_Arth_SynF,N1,101.717809193,-754.852836967,h_1_1:bc0961
Neutrophils,healthy,Healthy 2,h_2_3,bc0588,round3_20160313,1879,0.053,GN_Bl,N1,5.33335168321,-698.467121299,h_2_3:bc0588
Neutrophils,healthy,Healthy 2,h_2_1,bc0195,round2_20151217,2870,0,GN_Arth_SynF,N1,109.202281086,-817.656037926,h_2_1:bc0195
Neutrophils,healthy,Healthy 2,h_2_2,bc269,round3_20160313,2101,0.476,GN_Arth_SynF,N1,386.161730306,-737.799853937,h_2_2:bc269
Neutrophils,healthy,Healthy 2,h_2_1,bc0586,round2_20151217,2425,0,GN_Arth_SynF,N1,292.872780464,-807.108513411,h_2_1:bc0586
Neutrophils,healthy,Healthy 1,h_1_1,bc0513,round1_20151128,3656,0.574,GN_Arth_SynF,N1,222.247234704,-734.41643468,h_1_1:bc0513
Neutrophils,healthy,Healthy 1,h_1_2,bc1035,round3_20160313,1365,0.44,GN_Arth_SynF,N1,77.5720945573,-743.602724919,h_1_2:bc1035
Neutrophils,healthy,Healthy 2,h_2_1,bc0811,round2_20151217,1526,0.066,GN_Bl,N1,162.239594789,-834.750471317,h_2_1:bc0811
Neutrophils,healthy,Healthy 1,h_1_1,bc0342,round1_20151128,4375,0.091,GN_Arth_SynF,N1,338.228459993,-740.867820003,h_1_1:bc0342
Neutrophils,healthy,Healthy 1,h_1_2,bc0151,round3_20160313,2147,0.279,GN_Bl,N1,-104.762243373,-719.789758786,h_1_2:bc0151
Neutrophils,healthy,Healthy 2,h_2_1,bc0858,round2_20151217,1829,0,GN_Bl,N1,159.181916834,-830.203586314,h_2_1:bc0858
Neutrophils,healthy,Healthy 1,h_1_2,bc0596,round3_20160313,1498,0.067,GN_Arth_SynF,N1,389.479575834,-668.216401307,h_1_2:bc0596
Neutrophils,healthy,Healthy 2,h_2_1,bc1246,round2_20151217,1190,0.084,GN_Arth_SynF,N1,260.068474029,-691.055644635,h_2_1:bc1246
